nse_symbol,fyers_symbol,isin,name,fytoken,last_updated
AXTEL,NSE:AXTEL-EQ,INE767C01012,AXTEL INDUSTRIES LTD.,1010000000764613,2026-08-27
AYE,NSE:AYE-EQ,INE501X01029,AYE FINANCE LIMITED,1010000000760981,2026-08-27
AYMSYNTEX,NSE:AYMSYNTEX-EQ,INE193B01039,AYM SYNTEX LIMITED,101000000010285,2026-08-27
AZAD,NSE:AZAD-EQ,INE02IJ01035,AZAD ENGINEERING LIMITED,101000000020905,2026-08-27
AZADIND,NSE:AZADIND-EQ,INE566M01017,AZAD INDIA MOBILITY LTD.,1010000000765035,2026-08-27
BAGFILMS,NSE:BAGFILMS-EQ,INE116D01028,B.A.G FILMS AND MEDIA LTD,101000000011226,2026-08-27
BAIDFIN,NSE:BAIDFIN-EQ,INE020D01022,BAID FINSERV LIMITED,101000000013794,2026-08-27
BAJAJ-AUTO,NSE:BAJAJ-AUTO-EQ,INE917I01010,BAJAJ AUTO LIMITED,101000000016669,2026-08-27
BAJAJCON,NSE:BAJAJCON-EQ,INE933K01021,BAJAJ CONSUMER CARE LTD,101000000019531,2026-08-27
BAJAJELEC,NSE:BAJAJELEC-EQ,INE193E01025,BAJAJ ELECT.LTD,101000000015034,2026-08-27
BAJAJFINSV,NSE:BAJAJFINSV-EQ,INE918I01026,BAJAJ FINSERV LTD.,101000000016675,2026-08-27
BAJAJHCARE,NSE:BAJAJHCARE-EQ,INE411U01027,BAJAJ HEALTHCARE LIMITED,10100000006863,2026-08-27
BAJAJHFL,NSE:BAJAJHFL-EQ,INE377Y01014,BAJAJ HOUSING FINANCE LTD,101000000025270,2026-08-27
BAJAJHIND,NSE:BAJAJHIND-EQ,INE306A01021,BAJAJ HINDUSTHAN SUGAR LT,1010000000308,2026-08-27
BAJAJHLDNG,NSE:BAJAJHLDNG-EQ,INE118A01012,BAJAJ HOLDINGS & INVS LTD,1010000000305,2026-08-27
BAJAJINDEF,NSE:BAJAJINDEF-EQ,INE0O9T01021,INDEF MANUFACTURING LTD,101000000029678,2026-08-27
BAJAJST,NSE:BAJAJST-EQ,INE704G01024,BAJAJ STEEL INDS. LTD.,1010000000762563,2026-08-27
BAJEL,NSE:BAJEL-EQ,INE0KQN01018,BAJEL PROJECTS LIMITED,101000000020531,2026-08-27
BAJFINANCE,NSE:BAJFINANCE-EQ,INE296A01032,BAJAJ FINANCE LIMITED,1010000000317,2026-08-27
BALAJEE,NSE:BALAJEE-EQ,INE0S2G01011,SHREE TIRUPATI BALAJEE L,101000000025203,2026-08-27
BALAJITELE,NSE:BALAJITELE-EQ,INE794B01026,BALAJI TELEFILMS LIMITED.,10100000009158,2026-08-27
BALAMINES,NSE:BALAMINES-EQ,INE050E01027,BALAJI AMINES LIMITED,101000000014501,2026-08-27
BALAXI,NSE:BALAXI-EQ,INE618N01022,BALAXI PHARMA LTD,101000000011309,2026-08-27
BALKRISHNA,NSE:BALKRISHNA-EQ,INE875R01011,BALKRISHNA PAPER MILLS L,101000000010181,2026-08-27
BALKRISIND,NSE:BALKRISIND-EQ,INE787D01026,BALKRISHNA IND. LTD,1010000000335,2026-08-27
BALMLAWRIE,NSE:BALMLAWRIE-EQ,INE164A01016,BALMER LAWRIE & CO LTD,1010000000338,2026-08-27
BALPHARMA,NSE:BALPHARMA-EQ,INE083D01012,BAL PHARMA LTD.,101000000013441,2026-08-27
BALRAMCHIN,NSE:BALRAMCHIN-EQ,INE119A01028,BALRAMPUR CHINI MILLS LTD,1010000000341,2026-08-27
BALUFORGE,NSE:BALUFORGE-EQ,INE011E01029,BALU FORGE INDUSTRIES LTD,101000000023607,2026-08-27
BANARBEADS,NSE:BANARBEADS-EQ,INE655B01011,BANARAS BEADS LTD,1010000000347,2026-08-27
BANARISUG,NSE:BANARISUG-EQ,INE459A01010,BANNARI AMMAN SUGARS LTD,1010000000350,2026-08-27
BANCOINDIA,NSE:BANCOINDIA-EQ,INE213C01025,BANCO PRODUCTS (I) LTD,101000000013880,2026-08-27
BANDHANBNK,NSE:BANDHANBNK-EQ,INE545U01014,BANDHAN BANK LIMITED,10100000002263,2026-08-27
BANG,NSE:BANG-EQ,INE863I01016,BANG OVERSEAS LTD.,101000000015303,2026-08-27
BANKA,NSE:BANKA-EQ,INE862Y01015,BANKA BIOLOO LIMITED,1010000000822,2026-08-27
BANKBARODA,NSE:BANKBARODA-EQ,INE028A01039,BANK OF BARODA,10100000004668,2026-08-27
BANKINDIA,NSE:BANKINDIA-EQ,INE084A01016,BANK OF INDIA,10100000004745,2026-08-27
BANSALWIRE,NSE:BANSALWIRE-EQ,INE0B9K01025,BANSAL WIRE INDUSTRIES L,101000000024386,2026-08-27
BANSWRAS,NSE:BANSWRAS-EQ,INE629D01020,BANSWARA SYNTEX LIMITED,101000000014511,2026-08-27
BASF,NSE:BASF-EQ,INE373A01013,BASF INDIA LTD,1010000000368,2026-08-27
BATAINDIA,NSE:BATAINDIA-EQ,INE176A01028,BATA INDIA LTD,1010000000371,2026-08-27
BATLIBOI,NSE:BATLIBOI-EQ,INE177C01022,BATLIBOI LTD.,1010000000762568,2026-08-27
BAYERCROP,NSE:BAYERCROP-EQ,INE462A01022,BAYER CROPSCIENCE LTD,101000000017927,2026-08-27
BBL,NSE:BBL-EQ,INE464A01036,BHARAT BIJLEE LTD,101000000013761,2026-08-27
BBOX,NSE:BBOX-EQ,INE676A01027,BLACK BOX LIMITED,10100000003435,2026-08-27
BBTC,NSE:BBTC-EQ,INE050A01025,BOMBAY BURMAH TRADING COR,1010000000380,2026-08-27
BBTCL,NSE:BBTCL-EQ,INE01EE01011,B&B TRIPLEWALL CONT LTD,101000000012153,2026-08-27
BCG,NSE:BCG-EQ,INE425B01027,BRIGHTCOM GROUP LIMITED,10100000008833,2026-08-27
BCLIND,NSE:BCLIND-EQ,INE412G01024,BCL INDUSTRIES LIMITED,10100000002513,2026-08-27
BCONCEPTS,NSE:BCONCEPTS-EQ,INE977Y01011,BRAND CONCEPTS LIMITED,10100000007780,2026-08-27
BCPL,NSE:BCPL-EQ,INE00SW01015,BCPL RAILWAY INFRA LTD,1010000000761494,2026-08-27
BDL,NSE:BDL-EQ,INE171Z01026,BHARAT DYNAMICS LIMITED,10100000002144,2026-08-27
BEARDSELL,NSE:BEARDSELL-EQ,INE520H01022,BEARDSELL LIMITED,101000000017933,2026-08-27
BECTORFOOD,NSE:BECTORFOOD-EQ,INE495P01020,MRS BECTORS FOOD SPE LTD,10100000001628,2026-08-27
BEDMUTHA,NSE:BEDMUTHA-EQ,INE844K01012,BEDMUTHA INDUST LTD,101000000020196,2026-08-27
BEEKAY,NSE:BEEKAY-EQ,INE213D01015,BEEKAY STEEL INDS. LTD.,1010000000762573,2026-08-27
BEL,NSE:BEL-EQ,INE263A01024,BHARAT ELECTRONICS LTD,1010000000383,2026-08-27
BELLACASA,NSE:BELLACASA-EQ,INE344T01014,BELLA CASA FASH AND RET L,1010000000757938,2026-08-27
BELRISE,NSE:BELRISE-EQ,INE894V01022,BELRISE INDUSTRIES LTD,1010000000757102,2026-08-27
BEML,NSE:BEML-EQ,INE258A01024,BEML LIMITED,1010000000395,2026-08-27
BENARAS,NSE:BENARAS-EQ,INE664D01019,BENARES HOTELS LTD.,1010000000764618,2026-08-27
BENGALASM,NSE:BENGALASM-EQ,INE083K01017,BENGAL & ASSAM CO. LTD.,1010000000762578,2026-08-27
BEPL,NSE:BEPL-EQ,INE922A01025,BHANSALI ENG. POLYMERS LT,1010000000419,2026-08-27
BERGEPAINT,NSE:BERGEPAINT-EQ,INE463A01038,BERGER PAINTS (I) LTD,1010000000404,2026-08-27
BESTAGRO,NSE:BESTAGRO-EQ,INE052T01021,BEST AGROLIFE LIMITED,10100000002306,2026-08-27
BETA,NSE:BETA-EQ,INE351Y01019,BETA DRUGS LIMITED,1010000000759842,2026-08-27
BFINVEST,NSE:BFINVEST-EQ,INE878K01010,BF INVESTMENT LIMITED,101000000021113,2026-08-27
BFUTILITIE,NSE:BFUTILITIE-EQ,INE243D01012,BF UTILITIES LIMITED,101000000014567,2026-08-27
BHAGCHEM,NSE:BHAGCHEM-EQ,INE414D01027,BHAGIRADHA CHEM & INDS L,10100000006164,2026-08-27
BHAGYANGR,NSE:BHAGYANGR-EQ,INE458B01036,BHAGYANAGAR INDIA LIMITED,101000000020776,2026-08-27
BHANDARI,NSE:BHANDARI-EQ,INE474E01029,BHANDARI HOSIERY EXP LTD,101000000019556,2026-08-27
BHARATCOAL,NSE:BHARATCOAL-EQ,INE05XR01022,BHARAT COKING COAL LTD,1010000000760726,2026-08-27
BHARATFORG,NSE:BHARATFORG-EQ,INE465A01025,BHARAT FORGE LTD,1010000000422,2026-08-27
BHARATRAS,NSE:BHARATRAS-EQ,INE838B01021,BHARAT RASAYAN LTD,10100000003834,2026-08-27
BHARATSE,NSE:BHARATSE-EQ,INE415D01024,BHARAT SEATS LIMITED,101000000030244,2026-08-27
BHARATWIRE,NSE:BHARATWIRE-EQ,INE316L01019,BHARAT WIRE ROPES LTD.,101000000016123,2026-08-27
BHARTIARTL,NSE:BHARTIARTL-EQ,INE397D01024,BHARTI AIRTEL LIMITED,101000000010604,2026-08-27
BHARTIHEXA,NSE:BHARTIHEXA-EQ,INE343G01021,BHARTI HEXACOM LIMITED,101000000023489,2026-08-27
BHEL,NSE:BHEL-EQ,INE257A01026,BHEL,1010000000438,2026-08-27
BIGBLOC,NSE:BIGBLOC-EQ,INE412U01025,BIGBLOC CONSTRUCTION LTD,101000000018431,2026-08-27
BIKAJI,NSE:BIKAJI-EQ,INE00E101023,BIKAJI FOODS INTERN LTD,101000000011966,2026-08-27
BIL,NSE:BIL-EQ,INE828A01016,BHARTIYA INTERNATIONAL,10100000007848,2026-08-27
BIMETAL,NSE:BIMETAL-EQ,INE469A01019,BIMETAL BEARINGS LTD.,1010000000762588,2026-08-27
BIOCON,NSE:BIOCON-EQ,INE376G01013,BIOCON LIMITED.,101000000011373,2026-08-27
BIOFILCHEM,NSE:BIOFILCHEM-EQ,INE829A01014,BIOFIL CHEM & PHARMA LTD,10100000004136,2026-08-27
BIRLACORPN,NSE:BIRLACORPN-EQ,INE340A01012,BIRLA CORPORATION LTD,1010000000480,2026-08-27
BIRLAMONEY,NSE:BIRLAMONEY-EQ,INE865C01022,ADITYA BIRLA MONEY LTD,101000000015239,2026-08-27
BIRLANU,NSE:BIRLANU-EQ,INE557A01011,BIRLANU LIMITED,10100000001455,2026-08-27
BIRLAPREC,NSE:BIRLAPREC-EQ,INE372E01025,BIRLA PRECISION TECH L,1010000000762593,2026-08-27
BLACKBUCK,NSE:BLACKBUCK-EQ,INE0UIZ01018,BLACKBUCK LIMITED,101000000027144,2026-08-27
BLAL,NSE:BLAL-EQ,INE0N7W01012,BEML LAND ASSETS LIMITED,101000000015067,2026-08-27
BLBLIMITED,NSE:BLBLIMITED-EQ,INE791A01024,BLB LIMITED,10100000008132,2026-08-27
BLEL,NSE:BLEL-EQ,INE1EEM01017,BEHARI LAL ENGINEERING L,1010000000765291,2026-08-27
BLIL,NSE:BLIL-EQ,INE525F01025,BALMER LAWRIE INVSTS. L,1010000000762603,2026-08-27
BLKASHYAP,NSE:BLKASHYAP-EQ,INE350H01032,B.L.KASHYAP & SON LTD,101000000013290,2026-08-27
BLS,NSE:BLS-EQ,INE153T01027,BLS INTL SERVS LTD,101000000017279,2026-08-27
BLSE,NSE:BLSE-EQ,INE0NLT01010,BLS E-SERVICES LIMITED,101000000022566,2026-08-27
BLUECHIP,NSE:BLUECHIP-EQ,INE657B01025,BLUE CHIP INDIA LIMITED,10100000004681,2026-08-27
BLUECLOUDS,NSE:BLUECLOUDS-EQ,INE373T01047,BLUE CLOUD SOFTECH SOLU L,1010000000765040,2026-08-27
BLUEDART,NSE:BLUEDART-EQ,INE233B01017,BLUE DART EXPRESS LTD,1010000000495,2026-08-27
BLUEJET,NSE:BLUEJET-EQ,INE0KBH01020,BLUE JET HEALTHCARE LTD,101000000019686,2026-08-27
BLUESTARCO,NSE:BLUESTARCO-EQ,INE472A01039,BLUE STAR LIMITED,10100000008311,2026-08-27
BLUESTONE,NSE:BLUESTONE-EQ,INE304W01038,BLUESTONE JEWEL LFSTL LTD,1010000000759291,2026-08-27
BLUSPRING,NSE:BLUSPRING-EQ,INE0U4101014,BLUSPRING ENTERPRISES LTD,1010000000757520,2026-08-27
BMWVENTLTD,NSE:BMWVENTLTD-EQ,INE965W01036,BMW VENTURES LIMITED,1010000000759256,2026-08-27
BNAGROCHEM,NSE:BNAGROCHEM-EQ,INE00HZ01011,BN AGROCHEM LTD.,1010000000762608,2026-08-27
BOHRAIND,NSE:BOHRAIND-EQ,INE802W01023,BOHRA INDUSTRIES LIMITED,101000000011640,2026-08-27
BOMDYEING,NSE:BOMDYEING-EQ,INE032A01023,BOMBAY DYEING & MFG. CO L,1010000000513,2026-08-27
BONLON,NSE:BONLON-EQ,INE0B9A01018,BONLON INDUSTRIES LIMITED,1010000000761056,2026-08-27
BORANA,NSE:BORANA-EQ,INE16SF01016,BORANA WEAVES LIMITED,1010000000757919,2026-08-27
BOROLTD,NSE:BOROLTD-EQ,INE02PY01013,BOROSIL LIMITED,101000000019401,2026-08-27
BORORENEW,NSE:BORORENEW-EQ,INE666D01022,BOROSIL RENEWABLES LTD,10100000003149,2026-08-27
BOROSCI,NSE:BOROSCI-EQ,INE02L001032,BOROSIL SCIENTIFIC LTD,101000000024014,2026-08-27
BOSCH-HCIL,NSE:BOSCH-HCIL-EQ,INE782A01015,BOSCH HOME COMFRT IND LTD,10100000004491,2026-08-27
BOSCHLTD,NSE:BOSCHLTD-EQ,INE323A01026,BOSCH LIMITED,10100000002181,2026-08-27
BPCL,NSE:BPCL-EQ,INE029A01011,BHARAT PETROLEUM CORP  LT,1010000000526,2026-08-27
BPL,NSE:BPL-EQ,INE110A01019,BPL LTD,1010000000530,2026-08-27
BPLPHARMA,NSE:BPLPHARMA-EQ,INE365Y01019,BHARAT PARENTERALS LTD.,1010000000764623,2026-08-27
BRAHMINFRA,NSE:BRAHMINFRA-EQ,INE320I01017,BRAHMAPUTRA INFRA L,1010000000764628,2026-08-27
BRIGADE,NSE:BRIGADE-EQ,INE791I01019,BRIGADE ENTER. LTD,101000000015184,2026-08-27
BRIGHOTEL,NSE:BRIGHOTEL-EQ,INE03NU01014,BRIGADE HOTEL VENTURE LTD,1010000000757794,2026-08-27
BRIGHTBR,NSE:BRIGHTBR-EQ,INE630D01010,BRIGHT BROTHERS LTD.,1010000000764633,2026-08-27
BRITANNIA,NSE:BRITANNIA-EQ,INE216A01030,BRITANNIA INDUSTRIES LTD,1010000000547,2026-08-27
BRNL,NSE:BRNL-EQ,INE727S01012,BHARAT ROAD NETWORK LTD,101000000021683,2026-08-27
BSE,NSE:BSE-EQ,INE118H01025,BSE LIMITED,101000000019585,2026-08-27
BSHSL,NSE:BSHSL-EQ,INE032Z01020,BOMBAY SUPER HYBRID SEEDS,1010000000809,2026-08-27
BSL,NSE:BSL-EQ,INE594B01012,BSL LTD,1010000000559,2026-08-27
BSOFT,NSE:BSOFT-EQ,INE836A01035,BIRLASOFT LIMITED,10100000006994,2026-08-27
BTML,NSE:BTML-EQ,INE0EEJ01023,BODHI TREE MULTIMEDIA LTD,101000000014150,2026-08-27
BUILDPRO,NSE:BUILDPRO-EQ,INE24OJ01011,SHANKARA BUILDPRO LIMITED,1010000000760594,2026-08-27
BURNPUR,NSE:BURNPUR-EQ,INE817H01022,BURNPUR CEMENT LIMITED,101000000015194,2026-08-27
BUTTERFLY,NSE:BUTTERFLY-EQ,INE295F01017,BTRFLY GANDHI APPL LTD,10100000002716,2026-08-27
BVCL,NSE:BVCL-EQ,INE139I01011,BARAK VALLEY CEM. LTD.,101000000015073,2026-08-27
CALSOFT,NSE:CALSOFT-EQ,INE526B01014,CALIFORNIA SOFTWARE CO LT,10100000008341,2026-08-27
CAMLINFINE,NSE:CAMLINFINE-EQ,INE052I01032,CAMLIN FINE SCIENCES LTD,10100000006216,2026-08-27
CAMPUS,NSE:CAMPUS-EQ,INE278Y01022,CAMPUS ACTIVEWEAR LIMITED,10100000009362,2026-08-27
CAMS,NSE:CAMS-EQ,INE596I01020,COMPUTER AGE MNGT SER LTD,1010000000342,2026-08-27
CANBK,NSE:CANBK-EQ,INE476A01022,CANARA BANK,101000000010794,2026-08-27
CANFINHOME,NSE:CANFINHOME-EQ,INE477A01020,CAN FIN HOMES LTD,1010000000583,2026-08-27
CANHLIFE,NSE:CANHLIFE-EQ,INE01TY01017,CANARA HSBC LIFE INS CO L,1010000000759477,2026-08-27
CANTABIL,NSE:CANTABIL-EQ,INE068L01024,CANTABIL RETAIL LTD,101000000020160,2026-08-27
CAPACITE,NSE:CAPACITE-EQ,INE264T01014,CAPACITE INFRAPROJECT LTD,101000000021749,2026-08-27
CAPILLARY,NSE:CAPILLARY-EQ,INE0ILV01024,CAPILLARY TECHNO INDIA L,1010000000759867,2026-08-27
CAPITALSFB,NSE:CAPITALSFB-EQ,INE646H01017,CAPITAL SMALL FIN BANK L,101000000022675,2026-08-27
CAPLIPOINT,NSE:CAPLIPOINT-EQ,INE475E01026,CAPLIN POINT LAB LTD.,10100000003906,2026-08-27
CARBORUNIV,NSE:CARBORUNIV-EQ,INE120A01034,CARBORUNDUM UNIVERSAL LTD,1010000000595,2026-08-27
CARERATING,NSE:CARERATING-EQ,INE752H01013,CARE RATINGS LIMITED,101000000029113,2026-08-27
CARRARO,NSE:CARRARO-EQ,INE0V7W01012,CARRARO INDIA LIMITED,101000000028879,2026-08-27
CARTRADE,NSE:CARTRADE-EQ,INE290S01011,CARTRADE TECH LIMITED,10100000005407,2026-08-27
CARYSIL,NSE:CARYSIL-EQ,INE482D01024,CARYSIL LIMITED,10100000001879,2026-08-27
CASTROLIND,NSE:CASTROLIND-EQ,INE172A01027,CASTROL INDIA LIMITED,10100000001250,2026-08-27
CCAVENUE,NSE:CCAVENUE-EQ,INE483S01020,AVENUESAI LIMITED,101000000016249,2026-08-27
CCCL,NSE:CCCL-EQ,INE429I01024,CONS. CONST. CONSORT LTD,101000000014992,2026-08-27
CCHHL,NSE:CCHHL-EQ,INE652F01027,COUNTRY CLUB HOSP HOL LTD,10100000006385,2026-08-27
CCL,NSE:CCL-EQ,INE421D01022,CCL PRODUCTS (I) LTD,101000000011452,2026-08-27
CDSL,NSE:CDSL-EQ,INE736A01011,CENTRAL DEPO SER (I) LTD,101000000021174,2026-08-27
CEATLTD,NSE:CEATLTD-EQ,INE482A01020,CEAT LIMITED,101000000015254,2026-08-27
CEIGALL,NSE:CEIGALL-EQ,INE0AG901020,CEIGALL INDIA LIMITED,101000000024742,2026-08-27
CEINSYS,NSE:CEINSYS-EQ,INE016Q01014,CEINSYS TECH LIMITED,1010000000761037,2026-08-27
CELEBRITY,NSE:CELEBRITY-EQ,INE185H01016,CELEBRITY FASHIONS LTD,101000000013162,2026-08-27
CELLO,NSE:CELLO-EQ,INE0LMW01024,CELLO WORLD LIMITED,101000000019795,2026-08-27
CEMPRO,NSE:CEMPRO-EQ,INE686A01026,CEMINDIA PROJECTS LIMITED,10100000005622,2026-08-27
CENTENKA,NSE:CENTENKA-EQ,INE485A01015,CENTURY ENKA LTD,1010000000619,2026-08-27
CENTEXT,NSE:CENTEXT-EQ,INE281A01026,CENTURY EXTRUSIONS LTD,101000000011511,2026-08-27
CENTRALBK,NSE:CENTRALBK-EQ,INE483A01010,CENTRAL BANK OF INDIA,101000000014894,2026-08-27
CENTRUM,NSE:CENTRUM-EQ,INE660C01027,CENTRUM CAPITAL LIMITED,10100000002454,2026-08-27
CENTUM,NSE:CENTUM-EQ,INE320B01020,CENTUM ELECTRONICS LTD,101000000014982,2026-08-27
CENTURYPLY,NSE:CENTURYPLY-EQ,INE348B01021,CENTURY PLYBOARDS (I) LTD,101000000013305,2026-08-27
CERA,NSE:CERA-EQ,INE739E01017,CERA SANITARYWARE LTD,101000000015039,2026-08-27
CESC,NSE:CESC-EQ,INE486A01021,CESC LTD,1010000000628,2026-08-27
CEWATER,NSE:CEWATER-EQ,INE037Z01029,CONCORD ENVIRO SYSTEMS L,101000000028764,2026-08-27
CFEL,NSE:CFEL-EQ,INE700F01024,CONFIDENCE FUTURIST ENE L,1010000000764638,2026-08-27
CGCL,NSE:CGCL-EQ,INE180C01042,CAPRI GLOBAL CAPITAL LTD,101000000020329,2026-08-27
CGPOWER,NSE:CGPOWER-EQ,INE067A01029,CG POWER AND IND SOL LTD,1010000000760,2026-08-27
CGVAK,NSE:CGVAK-EQ,INE084D01010,C G V A K SOFTWARE & EX L,1010000000764643,2026-08-27
CHALET,NSE:CHALET-EQ,INE427F01016,CHALET HOTELS LIMITED,10100000008546,2026-08-27
CHAMBLFERT,NSE:CHAMBLFERT-EQ,INE085A01013,CHAMBAL FERTILIZERS LTD,1010000000637,2026-08-27
CHEMBOND,NSE:CHEMBOND-EQ,INE995D01025,CHEMBOND MATERIALTECH LTD,101000000014618,2026-08-27
CHEMCRUX,NSE:CHEMCRUX-EQ,INE298W01016,CHEMCRUX ENTERPRISES LTD.,1010000000765045,2026-08-27
CHEMFAB,NSE:CHEMFAB-EQ,INE783X01023,CHEMFAB ALKALIS LIMITED,10100000002799,2026-08-27
CHEMPLASTS,NSE:CHEMPLASTS-EQ,INE488A01050,CHEMPLAST SANMAR LIMITED,10100000005449,2026-08-27
CHENNPETRO,NSE:CHENNPETRO-EQ,INE178A01016,CHENNAI PETROLEUM CORP LT,10100000002049,2026-08-27
CHEVIOT,NSE:CHEVIOT-EQ,INE974B01016,CHEVIOT COMPANY LIMITED,10100000009879,2026-08-27
CHOICEIN,NSE:CHOICEIN-EQ,INE102B01014,CHOICE INTERNATIONAL LTD,10100000008866,2026-08-27
CHOLAFIN,NSE:CHOLAFIN-EQ,INE121A01024,CHOLAMANDALAM IN & FIN CO,1010000000685,2026-08-27
CHOLAHLDNG,NSE:CHOLAHLDNG-EQ,INE149A01033,CHOLAMANDALAM FIN HOL LTD,101000000021740,2026-08-27
CIEINDIA,NSE:CIEINDIA-EQ,INE536H01010,CIE AUTOMOTIVE INDIA LTD,101000000014937,2026-08-27
CIFL,NSE:CIFL-EQ,INE345H01024,CAPITAL INDIA FINANCE LTD,1010000000756015,2026-08-27
CINELINE,NSE:CINELINE-EQ,INE704H01022,CINELINE INDIA LIMITED,101000000027161,2026-08-27
CINEVISTA,NSE:CINEVISTA-EQ,INE039B01026,CINEVISTA LIMITED,10100000008024,2026-08-27
CIPLA,NSE:CIPLA-EQ,INE059A01026,CIPLA LTD,1010000000694,2026-08-27
CLEAN,NSE:CLEAN-EQ,INE227W01023,CLEAN SCIENCE & TECH LTD,10100000005049,2026-08-27
CLEANMAX,NSE:CLEANMAX-EQ,INE647U01026,CLEAN MAX ENVIRO EN SOL L,1010000000760183,2026-08-27
CLSEL,NSE:CLSEL-EQ,INE419D01026,CHAMAN LAL SETIA EXP LTD,10100000003482,2026-08-27
CMLL,NSE:CMLL-EQ,INE11XY01018,CALIBER MINING AND LOG L,1010000000764255,2026-08-27
CMPDI,NSE:CMPDI-EQ,INE05HV01027,CENTRAL MINE P N D INST L,1010000000761581,2026-08-27
CMRGREEN,NSE:CMRGREEN-EQ,INE00WV01027,CMR GREEN TECHNOLOGIES L,101000000030893,2026-08-27
CMSINFO,NSE:CMSINFO-EQ,INE925R01014,CMS INFO SYSTEMS LIMITED,10100000007603,2026-08-27
CNL,NSE:CNL-EQ,INE985W01018,CREATIVE NEWTECH LIMITED,101000000011155,2026-08-27
COALINDIA,NSE:COALINDIA-EQ,INE522F01014,COAL INDIA LTD,101000000020374,2026-08-27
COASTCORP,NSE:COASTCORP-EQ,INE377E01024,COASTAL CORPORATION LTD,10100000006006,2026-08-27
COCHINSHIP,NSE:COCHINSHIP-EQ,INE704P01025,COCHIN SHIPYARD LIMITED,101000000021508,2026-08-27
COCKERILL,NSE:COCKERILL-EQ,INE515A01019,JOHN COCKERILL INDIA LTD.,1010000000762623,2026-08-27
COFORGE,NSE:COFORGE-EQ,INE591G01025,COFORGE LIMITED,101000000011543,2026-08-27
COHANCE,NSE:COHANCE-EQ,INE03QK01018,COHANCE LIFESCIENCES LTD,101000000017945,2026-08-27
COLPAL,NSE:COLPAL-EQ,INE259A01022,COLGATE PALMOLIVE LTD.,101000000015141,2026-08-27
COMFINTE,NSE:COMFINTE-EQ,INE819A01049,COMFORT INTECH LTD.,1010000000762628,2026-08-27
COMPEAU,NSE:COMPEAU-EQ,INE823B01015,COMPETENT AUTOMOB CO. L,1010000000764648,2026-08-27
COMPUSOFT,NSE:COMPUSOFT-EQ,INE453B01029,COMPUCOM SOFTWARE LTD,101000000031138,2026-08-27
COMSYN,NSE:COMSYN-EQ,INE073V01015,COMMERCIAL SYN BAGS LTD,101000000021578,2026-08-27
CONCOR,NSE:CONCOR-EQ,INE111A01025,CONTAINER CORP OF IND LTD,10100000004749,2026-08-27
CONCORDBIO,NSE:CONCORDBIO-EQ,INE338H01029,CONCORD BIOTECH LIMITED,101000000018060,2026-08-27
CONFIPET,NSE:CONFIPET-EQ,INE552D01024,CONFIDENCE PETRO IND LTD.,101000000010238,2026-08-27
CONTROLPR,NSE:CONTROLPR-EQ,INE663B01015,CONTROL PRINT LIMITED,101000000017477,2026-08-27
CORALFINAC,NSE:CORALFINAC-EQ,INE558D01021,CORAL INDIA FIN & HOUS LT,10100000004007,2026-08-27
CORDELIA,NSE:CORDELIA-EQ,INE0LZF01039,WATERWAYS LEISURE TOUR L,1010000000762163,2026-08-27
COROMANDEL,NSE:COROMANDEL-EQ,INE169A01031,COROMANDEL INTERNTL. LTD,1010000000739,2026-08-27
CORONA,NSE:CORONA-EQ,INE02ZQ01018,CORONA REMEDIES LIMITED,1010000000760254,2026-08-27
COSMOFIRST,NSE:COSMOFIRST-EQ,INE757A01017,COSMO FIRST LIMITED,1010000000742,2026-08-27
CPCAP,NSE:CPCAP-EQ,INE521J01018,CP CAPITAL LIMITED,101000000020086,2026-08-27
CPEDU,NSE:CPEDU-EQ,INE0P6P01016,CAREER POINT EDUTECH LTD,1010000000758941,2026-08-27
CPL,NSE:CPL-EQ,INE536P01021,CAPTAIN POLYPLAST LIMITED,1010000000764203,2026-08-27
CPPLUS,NSE:CPPLUS-EQ,INE819V01029,ADITYA INFOTECH LIMITED,1010000000758858,2026-08-27
CRAFTSMAN,NSE:CRAFTSMAN-EQ,INE00LO01017,CRAFTSMAN AUTOMATION LTD,10100000002854,2026-08-27
CRAMC,NSE:CRAMC-EQ,INE218I01013,CANARA ROBECO AMC LIMITED,1010000000759311,2026-08-27
CRAVATEX,NSE:CRAVATEX-EQ,INE145E01017,CRAVATEX LTD.,1010000000764653,2026-08-27
CREATIVEYE,NSE:CREATIVEYE-EQ,INE230B01021,CREATIVE EYE LIMITED,10100000009384,2026-08-27
CREDITACC,NSE:CREDITACC-EQ,INE741K01010,CREDITACCESS GRAMEEN LTD,10100000004421,2026-08-27
CREST,NSE:CREST-EQ,INE559D01011,CREST VENTURES LIMITED,101000000013900,2026-08-27
CRISIL,NSE:CRISIL-EQ,INE007A01025,CRISIL LTD,1010000000757,2026-08-27
CRIZAC,NSE:CRIZAC-EQ,INE0S4R01014,CRIZAC LIMITED,1010000000757850,2026-08-27
CROMPTON,NSE:CROMPTON-EQ,INE299U01018,CROMPT GREA CON ELEC LTD,101000000017094,2026-08-27
CROWN,NSE:CROWN-EQ,INE491V01019,CROWN LIFTERS LIMITED,10100000008083,2026-08-27
CSBBANK,NSE:CSBBANK-EQ,INE679A01013,CSB BANK LIMITED,101000000014966,2026-08-27
CSLFINANCE,NSE:CSLFINANCE-EQ,INE718F01018,CSL FINANCE LIMITED,101000000010350,2026-08-27
